App Bundle Id,Description,Category
uk.co.aifactory.solitairefree," ★ Top Developer (awarded 2013 / 2015) ★AI Factory's Solitaire Free brings the popular card game Solitaire (also known as Klondike and Patience) to Google Play. Enjoy a well-crafted game of Solitaire with lots of play options – 1 or 3 card draw / standard scoring, no scoring or Vegas / 3 difficulty levels or random deals / statistics / undo / left-handed or right-handed layout / choice of gorgeous graphics or enhance with your own images. Immerse yourself in Solitaire Free…  Featuring:- Random/Easy/Medium/Hard levels- Achievements, Leaderboards and Cloud saves for stats (via Google Play Games)- Solutions viewable for non-Random games- Standard & Vegas scoring- 1 card draw / 3 card draw- Select from 4 different card sets, 4 card backs and 8 backgrounds or…- Select your own photos to use as a background or card back!- Tap to move cards- Both landscape & portrait supported on resolutions above 320x240- Game stats- Undo & Hints- Game Rules & Help- Designed for both Tablet and PhoneThis free version is supported by 3rd party ads. Ads may use internet connectivity, and therefore subsequent data charges may apply. The photos/media/files permission is required to allow the game to save game data to external storage, and is sometimes used to cache ads.  ",Card
1122439453,"The BIGGGEST and BEST Multi-Level Parking Game EVER! Dozens of exciting missions to drive! Find your space at the ultra-realistic Airport parking building. Visit the International Race Track for some high-speed Driving and Drifting action. Race on the runway and even DRIFT an Airport Bus! The most Hi-octane Parking Game you’ve ever played!_____________________________15 UNIQUE CARSDrive and Drift everything from Sports cars, SUV’s, Luxury Limousines and Super-fast Supercars, to 4x4 Off-roaders and a couple of Airport Busses! _____________________________REAL TRAFFICDrive amongst other road-users and watch out for traffic jams! Try not to scratch your car, or anybody else’s!_____________________________BEAUTIFUL AIRPORT MAPExplore the huge Airport location, with tons of details and areas to find! Loads of car parks, hotels, International Race Track with Off-road area and the main Airport Runway has been converted into a Drift Track!_____________________________FREE TO PLAYThe Main Game Mode is 100% FREE to play, all the way through, no strings attached! Extra Game Modes which alter the rules slightly to make the game easier are available through optional In-App Purchases._____________________________GAME FEATURES	▶ COOL CAR COLLECTION: Drive & Park 15 Unique Cars▶ PERFECT PARKING: Realistic Multi-Level & Open-air Parking Lots ▶ AMAZING AIRPORT: Race on the runway & International Race Tracks▶ TRICKY TRAFFIC: Deal with Real Dynamic Traffic AI ▶ PRO PARKING MISSIONS: A massive campaign to beat!▶ 100% Free-2-Play Missions▶ CONTROLS: Buttons, Wheel, Tilt & MFi Game Controller Support▶ CAMERAS: Multiple cameras including First Person view  ▶ iCLOUD: Supports play between your devices & automatic progress backup with iCloud▶ OPTIMISED: runs on anything from (or better than) the iPhone 4, iPad 2, iPad Mini & iPod Touch (5th Generation)",Games
1097765299,"Compete with friends, colleagues or expert drivers from all around the world in multiplayer driving mode. Create your own match or find available rooms to challenge other drivers in real time multiplayer. Enjoy Multi-level Parking & Park Sports Cars at Shopping Mall Parking Lots!Play the newest & most realistic auto parking game. Park cars at multi storey shopping mall. Steer racing cars on multiple floors at shopping plaza and enjoy this fun cars parking Mania 3D.Enjoy multi level parking game and improve driving skills. Backward parking require high precision and accuracy. Race car on the ramp; Cross hurdles and avoid obstacles. For a perfectly parked car you should have a good control on accelerator and brakes. Search for the vacant parking place while steering vehicle on multi storey shopping mall. Maneuver wheels carefully and avoid crashing. Drive out of the car garage; enjoy the newest supermarket city parking game.Multi Storey Parking 2016 Features:10 challenging car park missionsUnique Shopping Mall Parking AreasMultiple Furious Muscle Car SelectionAuto & Manual Gear modesRealistic driving physics Smooth thumb controls & drifts",Games
com.ahoygames.okey," Okey is a traditional tile-based game with long history and many variations. It's highly popular in Turkey among Turkish people, played mainly in coffee houses by people in every age. It's very similar to Rummy/Rummikub as it is played with the same set of boards and tiles but with different rules.Realistic feeling, simple interface and exciting gameplay!Okey Game is played by four players with a set of 106 tiles and 104 of them are numbered from 1 to 13 with four different colors. During the game each player has 14 tiles on his board. On each turn a player draws one tile and discards one tile. The object of the game is to be first to form a board which consists sets and runs using all 14 tiles. There are special tiles chosen in every game, called jokers which helps the player form his 14 tiles board of sets and runs, by replacing the tile which is missing. Two last tiles from 106-tile-set represented with stars are tricky 'false jokers', which against expectations acts as normal numbered tile.Features:★ Advanced Artificial Intelligence★ Full HD graphics (perfect for high resolution tablets)★ Multitouch support★ Unlimited hours of joy★ Multiple game modes★ High playability★ High quality animationsIn Okey game, when you attempt to win a game by discarding a tile to the center of table (bank), if there are any mistakes with your groups, these groups will be highlighted with red color.You can tap and hold a tile in the same place for 3 seconds to flip it. This is generally used as a reminder of joker tiles in Okey game.For online version please try our new game Okey Pro !--------------------------------Türk insanının en çok sevdiği okey oyununun teknolojiyle en güzel birleşimi. Evde, yolda, bayırda, çayırda istediğiniz zaman oynayın.Bu Okey oyunu online değildir. Bu Okey oyununda gelişmiş yapay zekaya karşı oynuyorsunuz. Bu sayede internet baglantisina ihtiyac duymadan oyunu oynayabiliyorsunuz ve diger oyuncularin tas atmasini beklemekle vakit kaybetmiyorsunuz.Özellikler:★ Gelişmiş yapay zeka☆ Full HD grafikler★ Multitouch desteği (tabletler için mükemmel)☆ Mükemmel oynama kolaylığı★ Sayıdan düşmeli oyun modu☆ Yüksek kalite animasyonlarOnline versiyon için lütfen ""Okey Pro"" adlı oyunumuzu deneyin !Lütfen hata raporlarınızı, önerilerinizi ve isteklerinizi ahoy.games.contact@gmail.com adresine iletiniz.Ana menü'de 'Kurallar' butonunun yanındaki butona basarak oyundaki masanın resmini değiştirebilirsiniz.Desteğiniz için çok teşekkür ediyoruz !  ",Board
1163798425,"Play the best Gin Rummy ever for the iPhone. It is 100% free. With a rocket science artificial intelligence that auto-adjusts to your playing level you will have the best experience ever. Try now Gin Rummy for iPhone and get the best card game play experience ever. With a crisp clear interface, easy to read cards, a fabulous usability, auto-save and resume and several other cool features you are sure to fall in love with it right away.Special features:- Play for Free (REALLY!) - All game experience is 100% Free- No annoying additional in-app game items- The authentic Gin Rummy card game experience!- Specially designed for the iPhone but also works beautifully on the iPad- Beautifully illustrated graphics- Auto-save and resume- Unique special themes for you to choose from- Most intuitive game interface for the iPhone- Access your statistics- Drag and drop or tap to move your cards- No Internet connection needed",Games
1140586546,"Fall in love with Solitaire all over again. We've taken the classic game of Solitaire, and matched it with a beautiful new design. Go back in time with King, Queen and Jack as you play the ultimate card game. It's the same game of Solitaire you know and love, but just more beautiful.Never played Solitaire? The object of the game is to sort the cards by suit and rank from low (Ace) to high (King) into four stacks, by revealing all the cards. After the shuffle, seven piles of cards are laid out from left to right, with each sequential pile containing one more card than the pile before it. The top card of each pile is face-up with the remaining cards used as the dealing pile placed above the rest. The game starts when the first move is made. To make a move, the player selects a card from one of the seven piles or the dealing pile to create fanned stacks of cards of descending rank and alternating colors. The player can move full or partial groups of cards in order to access others ultimately completing the four stacks.Play the standard one-card or three-card draw. Stuck on a move? Use the hint button to show you the move, or click New Game to restart or deal a new hand. Features:Draw 1 cardDraw 3 cardsTap -or- drag & drop cardsWinning dealsHintsAuto completeRandom dealsReplay Deals to beat your scoreTime / Score / Move trackingPersonal stats of all your gamesBeautiful custom designUnlimited free gamesSmooth animations",Games
376779082,"##### NOTE:  Touch the ""Classic"" button to Start Game! ####Memory game of listening to the sequence and repeating it back accordingly. Easy to learn, hard to master. Fun by itself or challenge friends in a group setting. 4 GAMES IN ONE ------------------------------------- 1) Classic: repeat the sequence in the same order 2) Reverse: repeat the sequence in the reverse order. 3) Antipodal: repeat the sequence in the same order, but on the opposite side. If red, then yellow and so forth. 4) Monochrome: repeat the sequence in the same order, but all the colors are the same. FEATURES: ------------------------------------- 1) Track High Scores for all games2) Progressively goes faster as higher sequences ##### NOTE:  Touch the ""Classic"" button to Start Game! ####",Entertainment
com.princessmobileentertainment.android_babysitter," Oops! Looks like all the little babies in the nursery have gotten sick! They need an expert doctor and lots of medicine to help take care of their illnesses. Think you're up to the task? Baby Sitting - Kids Games is a fun medicine and dress up game that lets you play doctor and take care of sick kids in the nursery. Bring them food, feed them pills, use your doctor tools to make them better, then send them home, happy and healthy!Babies need more than just medicine from a doctor when they're sick. Running your own home nursery means you have to take care of every one of their needs, including bathing them and feeding them nutritious food. Wash each kid in a warm bath so they're sparkling clean, then make a delicious meal with the best food in the kitchen. Use your doctor tools and medicine to treat their sicknesses, then sing them a song so they can fall asleep.Dress up is part of the fun, too, and your home nursery is filled with cute outfits these kids can wear! Pick out your favorite hats, dresses, shirts, shoes, tops, jewelry and accessories, then dress the kids in fun or funny outfits. Being healthy means plenty of rest, lots of good food, the right medicine, and a big smile on your face, too!Features:- Run your own home nursery and day care for sick little kids.- Be a doctor and give medicine to your patients.- Prepare healthy food for the kids to eat.- Dress the babies up in cute outfits that make them smile.- A great game for kids of all ages to play!How to Play:- Use the touch screen to choose a baby to take care of.- Treat its illness with the right tools and medicine.- Dress them up in fun costumes and outfits.- Put them to bed at night with a nice lullaby.--FOR MORE INFORMATION--Like us on Facebook at https://www.facebook.com/pages/Princess-Mobile-Entertainment-Limited/638294216289252Follow us on Twitter https://twitter.com/PrincessMobileVisit our web page to find more games! www.princessmobileentertainment.com  ",Educational
fmlife.activities," This is the one and only official app for the popular fmylife.com website, which publishes the finest slices of day-to-day embarrassments and misfortunes. Get your daily fix of freshly updated stories, laughs, cringes and even create your own free member's account to take advantage of added features.YOU LIKE FML?Become a fan on Facebook: http://www.facebook.com/fmlFollow us on Twitter: http://twitter.com/fmlIf you have any technical issues: support@fmylife.comThis official application was developed by William Paumier, with the FML team.• Read, vote and comment on the FMLs• Submit your own stories• Share the stories on Facebook, Twitter, SMS or e-mail• Sort the FMLs by Top, Flop or by category• Read randomly selected FMLs• Add FMLs to your favorites to read them again later or to share them with your friends• Each week, discover a brand new illustrated FML created by a different artist• Search through the FMLs using keywords• Fill out your member’s profile• Moderate the FMLs to help the website’s team to publish the funniest stories• Read the FML team’s blog to keep yourself informed about what’s going on+ Loads more stuff to come in future updates!  ",Entertainment
com.tapinator.angry.cheetah.simulator3d," Live the life of a jungle Cheetah! Use your un-matchable speed to catch preys! Unleash the exceptional hunting skills and catch your preys off guard! Start a family for more support. Live and survive in the wild!Unlock Mightier AnimalsFight for your survival with other animals! Unlock mighty animals for a wilder experienceStart and Expand your Family for SupportUse mating feature to expand the family of CheetahsStealth FeatureUse stealth button to catch your prey off guardEat Your Prey for PowerAfter attacking and killing your prey, devour it using eat button for strength!Attack, Energy and Health UpgradesUse upgrades for improved hunting skillsRealistic Day and Night CycleExperience automatic day and night cycle during the gameRealistic Weather ChangesAwesome rain and lightning effects!Sleep to Restore EnergySleep for a more realistic experienceTapinator believes in delivering top quality animal simulation games and providing family entertainment, Please visit us at https://www.facebook.com/TapinatorAnd do not hesitate to reach us for your feedback.  ",Simulation
com.handmark.tweetcaster," TweetCaster has a gorgeous look with an intuitive interface that makes it super easy to use while packing in tons of features. * Manage and easily post to multiple accounts* Simultaneously post to Twitter and Facebook* Notifications – new tweets, mentions, messages, or by specific user. * Photo Effects – Add cool filters and captions to photos, as you upload them* Zip It – Remove annoying people or keywords from your timeline without unfollowing* Widgets –  Scrollable and resizable* Themes – Twelve vibrant, colorful options* Smart Filter – Filter your timeline to look only at tweets with photos, links, videos, or hide retweets or replies* Search Party – Lets you search just your own timeline, someone else’s, or ""All""* Smart Lists – Including robust list management and viewing tools* My Stats – Up-to-the-minute tally for retweets, mentions, and favorites* Photo previews – Supports most image services, including Instagram* Speech to Text – Tap microphone on screen to start* Schedule – Send later or send to Buffer* Read Later – Save links to Pocket, Instapaper, or Readability* Streaming – Your timeline updates real-time when connected via WiFi* Readability – Allows for a mobile-optimized view* Color Coding – Available for Tweets and Mentions* Use TwitLonger for posts longer than 140 characters* Who to Follow - Top suggestions for your interests  ",Social
com.geneticstudios.thefear," “Something had started happening to Marta. She was acting strangely. A couple months later, it was diagnosed that she was psychopath and its cure had not been existed. She was performing scary behaviors. She had started damaging herself. The only choice was taking her to the asylum and breaking up with her. I was so desperate but it was the best thing for our family. I met with Serena after taking her to the asylum and I married with her to forget Marta. Me and my daughter have been happy, but its like I feel something at nights. I have dreamt suicide of my ex-wife for a couple days. I sometimes hear some weird sounds and all of these make me scared. I don’t talk about that with my girl and daughter because I don’t want to make them worried. I don’t know what to do. The only thing that I know is I can’t stand all of these anymore... Mike”Suddenly everything started going wrong. Someone is following you and your family is in threat. You should come back home quickly and see if your wife and daughter are fine. Don’t let your fear beat you and arrive your home before getting late for everything. - Deeply affecting story- High graphics- Fearful and tension atmosphere- 8 different languages Turkish , English , Russian , Chinese , German , French , Japaniese , Spanish - Plug in your headphones for the best- Do you have phobia like horror games and want to lurch because of horror sounds- The Fear is a paranormal horror and creepy game- Live in the horrific horror stories and feel the scream sounds- If you are a fearless player, you will face with your phobias in a terrible and haunted house- Do not look scared in front of your demon enemy. Because she is like a satan- You will feel the terror in your bones- That devil slender enemy give the creeps- Your evil enemy fled out. Find her or she will come back to haunt you. Because there is no inner angst in her eyes like hell  ",Action
426795228,"Gin Rummy has moved to North Sky Games! We recommend installing the new version instead.Gin Rummy, the classic two-player card game you know and love! Gin Rummy offers four levels of difficulty, five unique game modes as well as extensive statistics tracking. It is an unparalleled game play experience!Now with 5 unique game modes, unlock Oklahoma, Straight, Hollywood and Manual 3-2-1 for additional ways of enjoying the game! Also, included is a brand new Re-Deal powerup. Don't like the cards you got? Use a Re-Deal! You're guaranteed to get a much better hand! Also with Facebook integration! Personalize your game, earn experience with every game, never lose your statistics! Your statistics are now stored in the cloud and shared between all your devices.Features include:• Realistic gameplay and graphics• Intuitive single player gameplay• 4 difficulty options and more coming soon!• 5 game modes: Regular, Oklahoma, Straight, Hollywood and Manual 3-2-1!• 6 unique Themes!• Extensive Statistics, including games and hands breakdown.• Re-Deal powerup!• Facebook integration - personalize your game and save your progress.",Games
com.WogerGames.StickmanAnnihilation, A fun game about destroying the stickman !Build your transportSpeed up and collision in stickman !Earn coins Buy new vehiclesUnlock new levelsAll in Stickman AnnihilationInstall and start have fun !  ,Arcade
com.thechive," All day, every day, theCHIVE brings you the funniest, the most outrageous, and the best photos and videos.  Little known facts about theCHIVE:- You will never be bored at school or work again. Ever.- 3 out of 5 dentists surveyed say theCHIVE app improves oral hygiene.- Bathroom breaks will be much more entertaining.- You will get more right swipes and give more left swipes.- theCHIVE app promotes whirled peas.- theCHIVE app is way funnier than this. Get busy downloading!  ",Video Players & Editors
com.tapinator.citycabdriver," Blue skies, clean streets & sidewalks filled with fresh faces seeking rides. Life is good for yellow cabbies! Take on the role of a busy taxi cab driver in this fun driving simulation game! Tackle your tasks of the day by transporting passengers to their desired destinations safely and on time. Be attentive: don’t miss important single fares and eager ride-share customers. Be vigilant: swerve around traffic safely and save time! Be prompt: don’t lose customers due to tardiness! Each successful job will earn collectibles and advances you to the next level. Speeding and parking tickets from police will cause you to lose you money, prestige and perhaps even your hack license! Show off your uber competency and tech savviness by using the taxi GPS radar system to track potential passengers. While you’re at it, enjoy the view of dazzling skyscrapers and a gorgeous urban environment!City Cab Driver 2016 Features:•Dazzling Visual and Sound Effects including city and traffic ambiance!•Amazing variety of cab’s with realistic Vehicle Physics.•Modern GPS Map system to locate passengers.•3D Graphics.•Intelligent city traffic system with signals.•Thrilling and Precise Taxi Driving Experience.•Number of Cab’s to choose from with advanced features.About TapinatorTapinator (Ticker: TAPM) develops and publishes games on mobile platforms. The Company’s portfolio includes over 250 mobile gaming titles that, collectively, have achieved over 300 million player downloads. Tapinator is headquartered in New York. For more info, visit Tapinator.com.  ",Simulation
org.grabpoints.android," ►GrabPoints - The Hottest Android App to Make Money & Get Free Gift Cards►Tonnes of Redemption Options - Paypal Cash, Amazon, Play Store & much more►Watch the Intro Video!https://www.youtube.com/watch?v=Pt6ZGs56uuI►500 Free PointsUse invite code FV5C5V to get started with 500 FREE points now. Just type in the invite code when prompted (right after you join)►What is GrabPointsGrabPoints - the most rewarding gift card app is now on Android. GrabPoints allows members to earn points for watching videos, completing surveys, trying apps and much more! Once you've collected enough points, exchange them for a free gift card or redeem free Paypal cash through our comprehensive rewards store! ►How To Earn Points:Earn points by completing various activities:- Download Apps - Install apps and try out games, utilities and more - Complete Surveys - Complete paid surveys for companies that need your opinion about products & more!- Sign Up for Sites - Sign up for sites and try their services- Watch GrabPoints TV - Watch entertaining videos on GrabPoints TV and earn 1 point for each video watched- Try Products - Purchase products and earn points for trying them out- Invite Friends - Invite ALL of your friends and earnWe're constantly adding new ways to earn every month!► What Rewards Can You Redeem?We have an extensive rewards catalog!- Amazon Gift Cards for many countries ($3, $10, $20, $50, $100)- Paypal ($5, $10, $20, $50)- Google Play Store ($10)- BestBuy Gift Card ($10, $25, $50)- Target Gift Card ($10, $25, $50)- Starbucks Gift Card ($10)- GAP Gift Card ($10, $25, $50)- Facebook Gift Card ($15)- XBOX Live Gift Card (3 months)- GAP Gift Card ($10, $20, $30, $50)- iTunes Gift Card ($15)- Steam Gift Card ($10)- Bitcoin (0.01)- JustRechargeIt (India)- FlipKart (India)- FreeCharge (India)- Riot Points- Smite Gemsand more!We are continuously adding more rewards. Simply email our support team to suggest a reward and we'll look into it!►Follow us on your favourite social network!Facebook - http://www.facebook.com/GrabPoints/Twitter - http://www.twitter.com/GrabPoints/Youtube Channel -https://www.youtube.com/channel/UCK3R5MbhO-L6qUaf5RtASMA/videosMake money now and redeem gift cards and cash today with the hottest rewards program on the planet!Have questions? Visit our knowledge basehttps://grabpoints.zendesk.com/hc/. Still have unanswered questions? Open a ticket by clicking ""Submit a ticket""https://grabpoints.zendesk.com/hc/  ",Entertainment
611112373,"DragonBreed is the most complete app about DragonVale.DragonBreed contains:  • Complete information of all the dragons, including the best breeding combinations for each dragon!  • A dragon list. Keep track of all your dragons and the ones you are missing!  • Breeding simulator. Find out what dragon you are going to get!  • Chat rooms. Get to know and chat with other people who like DragonVale as much as you do!  • Push notifications. Be the first one to know when a new dragon is available!  • Articles and strategies that will help you win the Dragon Track, get artifacts with Kairos' Quests and get more DragonCash and gems.  With DragonBreed you will enjoy DragonVale even more!User Reviews""Sanbox and dv breeding guide all in one! A must have for any dv addict err player !"" by Aamomma2010""This app is so amazing its easy to use and give you a verity of dragon breading tips"" by Stevo1909""This app is fantastic, it is clear, clean, tidy, concise, accurate, laid out very nicely, I'm very impressed with this app as have used so many other ones. Definitely recommend. (...)"" by Frenchie",Games
com.piano.music_tiles," Play the best Piano White Tiles on your android device NOW! FOR FREE!Have you ever dreamed of becoming a professional pianist like Beethoven, Chopin or Mozart? Have you ever dreamed of playing classical songs like Little Star, Canon or Jingle Bells on a piano? Now your dream can come true with Magic White Piano: Music Tiles! Magic White Piano: Music Tiles is the latest hit piano app to take android by storm. With this piano app even a child can play classical songs like a real piano master. It’s easy to learn and incredibly fun to play! With Magic White Piano: Music Tiles your mobile phone becomes a magic piano, by tapping on the piano black tiles, you can play your favorite songs like the best pianists!HOW TO PLAY:Magic White Piano: Music Tiles is very easy to play. The rule is simple. Tap on the piano black tiles continuously to play the music. Watch out for the white tiles and never miss any piano black tiles to complete every song! Features:*** Awesome graphics and sound effect. You will feel like you are playing a real luxurious classical piano made with expensive mahogany.*** High quality piano music soundtracks. Features a large collection of piano songs from Mozart to Beethoven*** Hit songs including: Little Star(Mozart), Jingle Bells, Canon, Fur Elise(Beethoven) *** Simple to play, difficult to master. Tapping only the black tiles in some high speed songs can be a real challenge!*** Smooth gaming experience. We tried our best to turn your mobile phone into a magic piano with real sound effects. *** Regular Updates! We are frequently updating Magic White Piano: Music Tiles to fix any bugs and come up with new awesome features that every player will love. *** After you play the whole piano song, you can enter the ENDLESS mode directly by tap the fast play button.*** You can save your favorite piano songs. Easy to access your favorite songs and songs recently played.Download Magic White Piano: Music Tiles now and play forever for FREE while improving your reaction speed and musical skill! Be the best music player!  ",Music
915794064,"Fishing comes live with Pro Fishing! With 6 vivid environments, tons of collectibles and over dozens of unique species of fishes to hunt for makes it the best (free) hunting game in the App Store.Tactfully  press and release the line to hook a fish. However, the real challenge begins with reeling. Be cautious and avoid  crossing the line so as to not lose the fish. Make sure you put in your full exertion to haul larger and heavier fish!!Upgrade some essential fishing equipments and other collectibles such as shipwheel, helmet, canon ball, rod,wine bottle,treasure chest etc and unlock up to15 species of fishes.Features: - Real life like graphics and animations- Intuitive press and release controls - Play & complete quest to earn coins- Upgrade a full set of fishing equipments collectibles- Scenic themes ( like ponds, river, deep sea, lake, beach and more)Why are you waiting, go and try to catch all the fish !!!",Games
com.gameloft.android.ANMP.GloftFWHM," INITIATING GLOBAL OPERATIONS:No time for diplomacy; time for war action. We are calling for the best sniper in the world to join us as we take aim at evil, wherever it hides. This is not a game. There is no room for remorse here, so shoot to kill. A STUNNING FPS FIGHT AGAINST EVIL•  130+ action missions •  Unbelievable 3D graphics that will bring you to the near future, from urban skyscrapers to exotic locations•  Soldiers, armored vehicles, air units and many more enemy classes•  Next-gen “bullet time” effects capture your every amazing sniper headshot•  Sandstorms, blizzards, rainstorms and other rich atmospheric effects  MODERN & FUTURE FIREPOWER•  Shoot sniper rifles, assault rifles, railguns and top-secret weapons •  Gather components to upgrade your military arsenal•  Unique personalizations for your weapons PVP MULTIPLAYER CHALLENGE•  Steal resources from other players by breaking down their defenses in PvP Multiplayer mode•  Build a strong squad to keep your loot safe in PvP Multiplayer mode EASY TO PLAY, MUCH TO MASTER•  Varied AI behavior makes each enemy unique and challenging to shoot & kill•  Extra rewards for joining the action in special events •  Connect to the game community to discover more content, more contests and more rewards!The strong, amazing-looking 3D FPS sniper-shooter game you've been expecting is here. Join the war and shoot to kill! Rack up great headshots rendered in fantastic graphics, sharpen your skill set, and upgrade and personalize your weapon as a special ops military agent. Prepare the assault and get ready to kill the attackers. Try the multiplayer game in our special PvP mode. Join the war action, and don't forget to rate the game and share with your friends if you like it.You can download and play this game for free. Please be informed that it also allows you to play using virtual currency, which can be acquired as you progress through the game, or by deciding to watch certain advertisements, or by paying with real money. Purchases of virtual currency using real money are performed using a credit card, or other form of payment associated with your account, and are activated when you input your Google Play account password, without the need to re-enter your credit card number or PIN. In-app purchases can be restricted by adjusting the authentication settings within your Play Store settings (Google Play Store Home > Settings > Require authentication for purchases) and setting up a password for each purchase / Every 30 minutes or Never.Find out more about the game on the official site -- http://www.sniperfury.com/_____________________________________________Visit our official site at http://gmlft.co/website_ENCheck out the new blog at http://gmlft.co/centralDon't forget to follow us on social media:Facebook: http://gmlft.co/SNS_FB_ENTwitter: http://gmlft.co/SNS_TW_ENInstagram: http://gmlft.co/GL_SNS_IGYouTube: http://gmlft.co/GL_SNS_YTThis app allows you to purchase virtual items within the app and may contain third-party advertisements that may redirect you to a third-party site.Privacy Policy: http://www.gameloft.com/en/privacy-noticeTerms of Use: http://www.gameloft.com/en/conditions-of-useEnd-User License Agreement: http://www.gameloft.com/en/eula  ",Action
com.zoosk.zoosk," With the Zoosk dating app, 3 million messages sent daily, 8 million verified photos, and 35 million members worldwide you’ll enjoy meeting singles on a dating app that works hard to make dating easier for you. * Zoosk was named ‘best dating app of 2016’ by Wallethub: https://wallethub.com/blog/best-dating-apps/19745/Come see for yourself why so many local singles love Zoosk…* Personalized SmartPick™ introductions based on your likes and preferences. * Zoosk’s Photo Verification feature that lets members submit video selfies to confirm that they look like their photos. * More ways to meet and chat with other local singles—quickly match up or browse for who you like.* Advanced search options including body type, religion, height, and more.* A helpful customer support team to give you extra when you need itWhether you’re looking for love, a relationship, or to meet new people in town, let the #1 dating app help you find more singles who are more your style. First Comes Like™Subscribe Today!Become a paid subscriber to enjoy these benefits:* Chat with other subscribers.* Say yes to your SmartPicks.* See profiles of who’s viewed you.Subscription Prices**1-month subscription: $29.993-month subscription: $59.996-month subscription: $74.9912-month subscription: $99.99**Prices are in U.S. dollars, exclude any applicable sales tax, may vary in countries other than the U.S., and are subject to change without notice.Please note that with all subscriptions: * Your subscription payment will be charged to your payment method.* Your subscription will automatically renew and your payment method will be charged for renewal 24-hours prior to the end of your current one/three/six/twelve month subscription period. * To learn how to turn off the auto-renewal of your subscription visit our FAQs at http://zoosk.com/help. Once you turn off auto-renewal, your subscription will expire at the end of the current subscription period. For more information about Zoosk’s cancellation policy, see our Terms of Use Agreement at http://www.zoosk.com/tos and our FAQs at http://zoosk.com/help.Have questions or want to contact us? Browse more resources:* Help: http://zoosk.com/help * Privacy Policy: http://www.zoosk.com/privacy* Terms of Use Agreement: http://www.zoosk.com/tos* Success Stories: https://about.zoosk.com/en/blog/success-stories/* Online Dating Safety Tips: https://www.zoosk.com/safety  ",Social
com.gramgames.tenten," 1010! is an addicting brain teaser with simple yet challenging games designed to train your brain. Challenge your puzzle game skills with this exciting skill game that will keep you entertained for hours.Train your brain and develop your logic with this simple game that lets you combine puzzle blocks, build and destroy structures by creating lines and test your logic with friends. Enjoy addicting brain training exercises with the power of 1010!1010! Features:Connect Shapes, No Matter Where You Are− Connect puzzle blocks in addicting matching games. Start and stop any time, no matter where you go.− 1010! is the perfect challenge for a short period of refreshing brain training on the bus, at school or in the office.− Connect shapes together with addicting, simple to learn brain teaser gameplay.Combine Puzzle Blocks in Addictive Games− Combine puzzle blocks in order to build and destroy full lines both vertically and horizontally.− Combine blocks in this addicting challenge that will put your logic skills to the test. Don't let the shapes fill the grid!− Match shapes to form colorful lines in addictive puzzle games.Challenge Your Friends in Online Match Games− Challenge your friends, colleagues and family in an online ranking system with achievements and leaderboards. − Challenge Facebook friends and compete to truly test your skills and logic!No time limit, no color matching, no match 3 repetition! Just fill the grid with shapes to form a line and train your brain with 1010! Check out other fun games at http://gram.gsNeed Help? Simply go to http://gram.gs/support.htmlTerms of Service: http://gram.gs/term-of-service.htmlPrivacy Policy: http://gram.gs/privacy-policy/  ",Puzzle
com.gmfr.miami.casino.ganster.shooter3d," Encounter gangstar vegas group in miami city casino to end crimes. Play Miami Casino Secret Spy Agent, latest 3D action game to become carnage shooter in heist modes. Attack and save miami city from the rogue nation of casino gangsters and criminals.Miami casino secret mission is beginning of your career as spy agent. Citizens are enjoying casino slot machines and poker at night. Gangstar vegas group is on move right after las vegas, now they’re planning a robbery in miami casino. After preventing gangster attack at las vegas casino, it’s your cop duty to set out this secret mission in miami city. Armed with license to kill, as a secret agent on first mission against underworld mafia. Take first flight at miami international airport and get in city casino to encounter most wanted vegas gangsters. In city of violence, criminals & knockdown cops, shoot gangsters crew in miami casino. Save yourself from counter attacks. You’ve survived secret shooting missions before but things are not what they seem in las vegas casino. Face hidden criminals in entry and exit points of miami casino. Play as spy agent on killing spree against miami saints executing grand theft. Perform shooting by stealth sniper with elite compliance and battle with blazing guns. Your survival is on kill shot by unloading magazines of bullets on miami casino gangsters. You’re a trained shooter to take out secret stealth strike on city saints. Complete challenging shooting levels though slots and reach exit point of grand casino. Don’t let criminals escape in gangster cars parked outside.Played enough casino slots and online poker games. Now play Miami Casino Secret Spy Agent game having gangstar vegas group missions of 2k16. Be skilled secret agent and shoot miami saints in dangerous crime scene to prove your spy abilities. Grab your gun and target criminals who escaped from las vegas casino. Kill gangsters inside or outside miami casino hiding under drinks bar, casino slots machine or on rooftop. Become ultimate city shooter and get ready to shoot mafia gangsters from casino rooftop. Clear building from attackers and get to escape point to earn cash rewards. Play casino gangster escape game and tackle miami rebels to become elite spy sniper. Grab weapons from arsenal to kill crew of city gangstar rio. Unlock pistol, sniper gun & multiple assault rifles like M4, MP5 and AK47. Fight with security guards, underworld criminals and armed gangsters of las vegas city. Make your stealth sniper moves before criminal escape for another survival game.Miami Casino Secret Spy Agent 3D Game Features:Secret agent shooting and action packed missions in different modesUnlock badass weapons and upgrade them with evolutions in the arsenalM1911 pistol, shotgun and assault sniper riflesReal thrill of gangster shooting and escaping the massive city casinoPlay as a real spy in amazing 3D miami city environmentSmooth and intuitive controls with high quality 3D graphicsDOWNLOAD NOW! Miami Casino Secret Spy Agent - 3D game for extreme adventure and challenging shooting missions in open world.  ",Action
